id,word_1,w1_value,word_2,w2_value,word_3,w3_value
601,fountatin,0.491547867286,steree,0.491547867286,zabolotny,0.491547867286
602,different,0.479017116576,four,0.479017116576,points,0.457417296203
603,tower,0.622800945272,supporting,0.311400472636,karachun,0.311400472636
604,later,0.350406865708,guys,0.30387022552,guy,0.30387022552
605,explosion,0.452666687928,railroad,0.448835645347,damaged,0.44513449393
606,adler,0.501636060596,kiev,0.409020362624,affected,0.347904720656
607,horodna,0.548206165112,explosions,0.446992355734,damaged,0.32941611166
608,kulbakino,0.406420015883,preparing,0.382134041979,wearing,0.364902869272
609,bridge,0.459566777107,20kg,0.442031764194,zheleznodorozhny,0.442031764194
610,dnieper,0.535861774495,river,0.362339922474,over,0.35401926559
611,strecht,0.67996618218,kondarshevskaya,0.33998309109,ogorodny,0.33998309109
612,ammonite,0.534095282563,96,0.308739631078,stolen,0.290290631692
613,most,0.313319971316,firing,0.313319971316,according,0.313319971316
614,railroad,0.576393319695,martsevo,0.475654851977,ilovajick,0.475654851977
615,kuteinikovo,0.339562866458,vans,0.339562866458,mospino,0.339562866458
616,22,0.38560744516,connection,0.38560744516,schemes,0.36256514413
617,yenakiyevo,0.372752510204,shakhtersk,0.372752510204,58,0.372752510204
618,2nd,0.389580975294,detainee,0.366301232589,airfield,0.349783992281
619,voied,0.398650173305,exchange,0.398650173305,potential,0.398650173305
620,pipeline,0.531325320347,uzghorod,0.333875663029,pomary,0.333875663029
621,estimated,0.321085507703,destruction,0.321085507703,meters,0.321085507703
622,pedestrian,0.478620011698,luhansk,0.461089283677,destroyed,0.406633868633
623,hq,0.31980230041,presidential,0.31980230041,activating,0.31980230041
624,followed,0.355611349516,shooting,0.334361490708,beside,0.319284475943
625,773,0.571125747736,highway,0.494001315203,km,0.427636651261
626,ammonite,0.512768459788,720,0.296411427459,360,0.296411427459
627,car,0.388102992854,parliament,0.345144872443,limpet,0.345144872443
628,uxo,0.363953192394,shell,0.363953192394,raisins,0.363953192394
629,affected,0.558508035294,explosion,0.492091722832,railway,0.392139801308
630,donetsk,0.43723353417,krasnohorlivka,0.43723353417,kurakhovo,0.43723353417
631,grammonite,0.385255137282,possesion,0.345900052906,ammonite,0.333230545568
632,57,0.577429644236,km,0.432356762724,affected,0.400470609784
633,destroyed,0.567047038131,explosion,0.454247356574,railroad,0.45040293636
634,registry,0.404489489457,criminal,0.404489489457,group,0.331547693533
635,scene,0.364306061914,hp,0.364306061914,remnants,0.364306061914
636,pipe,0.535060792991,pryvatbank,0.510933853436,bomb,0.47692884203
637,small,0.390854277275,arsenalna,0.390854277275,borne,0.390854277275
638,detention,0.491532765683,during,0.422926637106,home,0.384558305885
639,clashes,0.429958577038,officials,0.386036888681,thrown,0.334651807366
640,perimetral,0.356113871811,00l,0.356113871811,defenses,0.356113871811
641,incendiary,0.422759249495,activist,0.422759249495,devices,0.365670127975
642,surveillance,0.357726284647,consecutive,0.357726284647,helicopter,0.357726284647
643,yet,0.289038850686,totally,0.289038850686,passing,0.289038850686
644,palace,0.493969244291,kharkov,0.475876309894,hotel,0.475876309894
645,occupied,0.582008009918,building,0.358764778208,ieds,0.352635453555
646,lake,0.303430064108,donuzlav,0.303430064108,trawler,0.303430064108
647,deputys,0.501108339995,thrown,0.390030157837,homemade,0.338840286259
648,crimean,0.340301333996,confiscated,0.340301333996,transported,0.319966338193
649,building,0.507934930412,external,0.412000028951,to,0.392246113277
650,victim,0.356028951661,union,0.356028951661,given,0.334754138681
