ID,DATE,TYPE,KIA,WIA,CITY,REGION,COUNTRY,DETAILS,GROUP,REMARKS,TEXT
585,2014 JUL 07 ,UNKNOWN,0,0,Novobakhmutivka,DONETSK,UKRAINE,Railroad bridge over H-20 road was partially blown up ,,,Railroad bridge over H-20 road was partially blown up  
586,2014 JUL 07 ,UNKNOWN,0,0,Zakotnoye,DONETSK,UKRAINE,Bridge over Seversky Donets river was blown up,,"Road T-05-13 from Artemovsk to Gorlovka, Km. 12,488","Bridge over Seversky Donets river was blown up Road T-05-13 from Artemovsk to Gorlovka, Km. 12,488"
587,2014 JUL 07 ,UNKNOWN,0,0,Seleznevka,DONETSK,UKRAINE,Bridge over Kazenyi Torets' river was damaged by detonation,,"Highway M-03 (Kiev-Kharkov-Dolzhansky), Km. 675,378","Bridge over Kazenyi Torets' river was damaged by detonation Highway M-03 (Kiev-Kharkov-Dolzhansky), Km. 675,378"
588,2014 JUL 06 ,UNKNOWN,0,0,Donbass,DONETSK ,UKRAINE,Motorway bridge was blown up,,Motorway from Amvrosiivka,Motorway bridge was blown up Motorway from Amvrosiivka
589,2014 JUL 06 ,CACHE/FOUND ,0,0,Slovyansk ,DONETSK ,UKRAINE,"Homemade grenades, landmines & explosives seized  ",,,"Homemade grenades, landmines & explosives seized   "
590,2014 JUL 05 ,VBIED ,0,0,Kramatorks ,DONETSK ,UKRAINE,Suspicious VBIED was destroyed through controlled detonation,,Main Battle Tank was used due to the lack of EOD means,Suspicious VBIED was destroyed through controlled detonation Main Battle Tank was used due to the lack of EOD means
591,2014 JUL 05 ,UNKNOWN,0,0,Gorodishche ,LUHANSK ,UKRAINE,Bridge over Bila river was damaged by an explosion,,,Bridge over Bila river was damaged by an explosion 
592,2014 JUL 04,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Administrative Court building & ""Channel 5"" facilities","Call reporting IED - First Responders action - no explosive Administrative Court building & ""Channel 5"" facilities"
593,2014 JUL 04 ,UNKNOWN,0,1,Odessa ,ODESSA ,UKRAINE,5 Kg TNT-equivalent IED against Military Enlistment office ,,"Crater 4 m. diameter, 3 m. depth. Several damages to floors.","5 Kg TNT-equivalent IED against Military Enlistment office  Crater 4 m. diameter, 3 m. depth. Several damages to floors."
594,2014 JUL 04,UNKNOWN,0,1,Odessa,ODESSA,UKRAINE,Explosion close to Suvorovsky military commissariat office,,,Explosion close to Suvorovsky military commissariat office 
595,2014 JUL 04 ,UNKNOWN,0,0,Luhansk ,LUHANSK,UKRAINE,Bridge over Sivers'ky Donets' was blown up ,,,Bridge over Sivers'ky Donets' was blown up  
596,2014 JUL 04,UNKNOWN,0,0,Trekhizbenka,LUHANSK,UKRAINE,Bridge over Seversky Donets river destroyed by an explosion.,,"Road T-03-15, conecting Luhansk-Lisichansk","Bridge over Seversky Donets river destroyed by an explosion. Road T-03-15, conecting Luhansk-Lisichansk"
597,2014 JUL 03,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Economic Court building,Call reporting IED - First Responders action - no explosive Economic Court building
598,2014 JUL 03,UNKNOWN,2,1,Kryva Luka,DONETSK,UKRAINE,Roadside bomb detonation,,A family was affected by the explosion when driving their car,Roadside bomb detonation A family was affected by the explosion when driving their car
599,2014 JUL 03,PROJECTED,0,0,Mikolayiv,MIKOLAYV,UKRAINE,IED was detonated against Militia Staff building,,,IED was detonated against Militia Staff building 
600,2014 JUL 02,UNKNOWN,0,0,TBD,KHARKIV,UKRAINE,Bridge across the Koznyi-Toretz River was blown up,,Highway Kharkov-Rostov,Bridge across the Koznyi-Toretz River was blown up Highway Kharkov-Rostov
601,2014 JUL 02,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Fountatin in Zabolotny Steree,Call reporting IED - First Responders action - no explosive Fountatin in Zabolotny Steree
602,2014 JUL 01,CWIED,0,0,Svyatogorsk,DONETSK,UKRAINE,Four explosions in 2 different points of railroad,,,Four explosions in 2 different points of railroad 
603,2014 JUL 01,UNKNOWN,0,0,Slovyansk,DONETSK,UKRAINE,IEDs against cables supporting a TV tower ,,Tower was destroyed in Karachun mountain,IEDs against cables supporting a TV tower  Tower was destroyed in Karachun mountain
604,2014 JUN 30,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,Explosives (1.5 Kg TNT) & detonators seized. 5 guy group arrested.,,2-guys' detention when trying to attack railway. 3 more later.,Explosives (1.5 Kg TNT) & detonators seized. 5 guy group arrested. 2-guys' detention when trying to attack railway. 3 more later.
605,2014 JUN 29,UNKNOWN,0,0,Chugev,KHARKIV,UKRAINE,Railroad bridge was damaged by an explosion,,,Railroad bridge was damaged by an explosion 
606,2014 JUN 29,UNKNOWN,0,0,Kolodyazne,KHARKIV,UKRAINE,Railway was damaged by a detonation,,Train ADLER-KIEV was affected,Railway was damaged by a detonation Train ADLER-KIEV was affected
607,2014 JUN 27,UNKNOWN,0,0,Donbass,DONETSK,UKRAINE,Railway bridge was damaged by 2 explosions,,Near Horodna station,Railway bridge was damaged by 2 explosions Near Horodna station
608,2014 JUN 26,CACHE/FOUND,0,0,Kulbakino,MIKOLAYIV,UKRAINE,Man detained wearing 2 IEDs,,He was preparing an attack to Kulbakino airfield,Man detained wearing 2 IEDs He was preparing an attack to Kulbakino airfield
609,2014 JUN 25,UNKNOWN,0,0,Nuts,ZAPORIZHYE,UKRAINE,Railroad bridge damaged by explosion,,Zheleznodorozhny Bridge. 20Kg TNT-equivalent IED,Railroad bridge damaged by explosion Zheleznodorozhny Bridge. 20Kg TNT-equivalent IED
610,2014 JUN 24,UNKNOWN,0,0,Novokarlivka,ZAPORIZHYE,UKRAINE,Railroad bridge over Dnieper river damaged by explosion,,,Railroad bridge over Dnieper river damaged by explosion 
611,2014 JUN 24,UNKNOWN,0,0,(near) Luhansk,LUHANSK,UKRAINE,2 detonations on railroad,,Kondarshevskaya strecht & Krasnozerovka Ogorodny strecht,2 detonations on railroad Kondarshevskaya strecht & Krasnozerovka Ogorodny strecht
612,2014 JUN 23,CRIME,0,0,Donbass,DONETSK,UKRAINE,96 Kg of Ammonite & electric detonators stolen from a mine,,Ammonite = 20% TNT/80% Ammonium Nitrate,96 Kg of Ammonite & electric detonators stolen from a mine Ammonite = 20% TNT/80% Ammonium Nitrate
613,2014 JUN 23,UNKNOWN,0,0,Semenivka,DONETSK,UKRAINE,Several detonations against a water pump station,,"Most probably accurate mortar firing, according to effects!!!","Several detonations against a water pump station Most probably accurate mortar firing, according to effects!!!"
614,2014 JUN 22,UNKNOWN,0,0,Kuteinykove,DONETSK,UKRAINE,Railroad damaged by explosion,,Ilovajick-Martsevo railroad,Railroad damaged by explosion Ilovajick-Martsevo railroad
615,2014 JUN 22,UNKNOWN,0,0,Ilovaish,DONETSK,UKRAINE,14 cargo vans derailed.,,"Ilovaish-Mospino stretch, in the way to Kuteinikovo.","14 cargo vans derailed. Ilovaish-Mospino stretch, in the way to Kuteinikovo."
616,2014 JUN 20,CACHE/FOUND,0,0,Rubezhansky,LUHANSK,UKRAINE,2 detainees transporting explosives in a truck,,"22 TNT blocks, detonators & explosives connection schemes","2 detainees transporting explosives in a truck 22 TNT blocks, detonators & explosives connection schemes"
617,2014 JUN 18,UNKNOWN,0,0,Amvrosiivka,DONETSK,UKRAINE,Bridge damaged by an explosion,,"Km. 58, road T0517 Yenakiyevo-Shakhtersk-Amvrosiivka","Bridge damaged by an explosion Km. 58, road T0517 Yenakiyevo-Shakhtersk-Amvrosiivka"
618,2014 JUN 19,CACHE/FOUND,0,0,Kulbakino,MIKOLAYIV,UKRAINE,IED found during detention of a suspect,,2nd detainee from a group planning attacks against airfield,IED found during detention of a suspect 2nd detainee from a group planning attacks against airfield
619,2014 JUN 19,UNKNOWN,0,0,Donetsk,DONETSK,UKRAINE,IED detonation near an exchange office,,Explosion after a call reporting a potential underbelly VOIED,IED detonation near an exchange office Explosion after a call reporting a potential underbelly VOIED
620,2014 JUN 17,UNKNOWN,0,0,TBD,POLTAVA,UKRAINE,IED explosion under concrete basis of gas pipeline,,Urengey-Pomary-Uzghorod pipeline,IED explosion under concrete basis of gas pipeline Urengey-Pomary-Uzghorod pipeline
621,2014 JUN 16,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,2 detainees transporting an IED near Russian Consulate,,Destruction radius of the bomb was estimated at 15 meters,2 detainees transporting an IED near Russian Consulate Destruction radius of the bomb was estimated at 15 meters
622,2014 JUN 15,UNKNOWN,0,0,Stanitsa-Luhanskaæ,LUHANSK,UKRAINE,Pedestrian bridge over road to Luhansk was destroyed,,,Pedestrian bridge over road to Luhansk was destroyed 
623,2014 JUN 13,UNKNOWN,0,0,Kiev,KIEV,UKRAINE,IED partially laid close to Presidential HQ,,"5 hand grenades + electr fuzes, guy escaped before activating","IED partially laid close to Presidential HQ 5 hand grenades + electr fuzes, guy escaped before activating"
624,2014 JUN 12,VBIED,3,4,Donetsk,DONETSK,UKRAINE,Explosion of a car parked beside DNR leader vehicle,,Near an administration building. Followed by shooting.,Explosion of a car parked beside DNR leader vehicle Near an administration building. Followed by shooting.
625,2014 JUN 10,UNKNOWN,0,0,Galitsynovk,DONETSK,UKRAINE,Bridge was blown up,,"Highway km 3,773","Bridge was blown up Highway km 3,773"
626,2014 JUN 08,CRIME,0,0,Thorez,DONETSK,UKRAINE,720 Kg Ammonite & 360 electric detonators stolen from mine,,Ammonite = 20% TNT/80% Ammonium Nitrate,720 Kg Ammonite & 360 electric detonators stolen from mine Ammonite = 20% TNT/80% Ammonium Nitrate
627,2014 JUN 07,VOIED,0,1,Kiev,KIEV,UKRAINE,Explosion of a car near UKR parliament,DNR,Car driver was injured. Possible Underbelly IED/limpet mine,Explosion of a car near UKR parliament Car driver was injured. Possible Underbelly IED/limpet mine
628,2014 MAY 31,RCIED,0,0,Raisins,KHARKIV,UKRAINE,IED was disposed close to Raisins - Slavic road,,RC device + TNT + artillery shell (UXO),IED was disposed close to Raisins - Slavic road RC device + TNT + artillery shell (UXO)
629,2014 MAY 28,UNKNOWN,0,0,Starobeshevo,DONETSK,UKRAINE,Railway was affected by an explosion,,,Railway was affected by an explosion 
630,2014 MAY 27,UNKNOWN,0,0,Kurakhovo,DONETSK,UKRAINE,Railroad damaged by explosion,,"Near Donetsk, between Krasnohorlivka and Kurakhovo","Railroad damaged by explosion Near Donetsk, between Krasnohorlivka and Kurakhovo"
631,2014 MAY 23,CACHE/FOUND,0,0,Dnipropetrovsk,DNIPROPETROVSK,UKRAINE,Some guys were detained in possesion of explosives,,"TNT, Ammonite, and grammonite, along with homemade hand grenades","Some guys were detained in possesion of explosives TNT, Ammonite, and grammonite, along with homemade hand grenades"
632,2014 MAY 23,UNKNOWN,0,0,Shterovk,LUHANKS,UKRAINE,Railroad affected by explosion,LNR,Km. 57 ,Railroad affected by explosion Km. 57 
633,2014 MAY 22,UNKNOWN,0,0,Lisichansk,LUHANKS,UKRAINE,Railroad bridge destroyed by explosion,LNR,,Railroad bridge destroyed by explosion 
634,2014 MAY 18,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,2 Kg of plastic explosive and detonators were seized,,Found during registry & detention of a criminal group,2 Kg of plastic explosive and detonators were seized Found during registry & detention of a criminal group
635,2014 MAY 15,RCIED,0,0,Nebilyv,IVANO-FRANKIVSK,UKRAINE,3 explosions in HP gas pipeline Urengoy_Pomary_Uzhgorod,,Remnants of a RCIED were found at scene,3 explosions in HP gas pipeline Urengoy_Pomary_Uzhgorod Remnants of a RCIED were found at scene
636,2014 MAY 14,TIME DELAY,0,0,Odessa,ODESSA,UKRAINE,Pipe bomb detonated against a Pryvatbank office,,,Pipe bomb detonated against a Pryvatbank office 
637,2014 MAY 09,UNKNOWN,0,0,Kiev,KIEV,UKRAINE,Small detonation in a rucksack borne by a man,,Inside Arsenalna metro station. Suspect was detained,Small detonation in a rucksack borne by a man Inside Arsenalna metro station. Suspect was detained
638,2014 MAY 08,CACHE/FOUND,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,IED seized during detention,,Detention of a suspect during registry of his home,IED seized during detention Detention of a suspect during registry of his home
639,2014 MAY 03,PROJECTED,0,0,Odessa,ODESSA,UKRAINE,Homemade hand grenades were thrown during clashes,,Reported by Police officials,Homemade hand grenades were thrown during clashes Reported by Police officials
640,2014 APR 29,VOIED,1,1,TBD,DONETSK,UKRAINE,During a regular patrolling in an UKR Base perimetral defenses,,04:00L,During a regular patrolling in an UKR Base perimetral defenses 04:00L
641,2014 APR 27,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,Homemade hand grenades were seized,,13 activist detained - explosive & incendiary devices,Homemade hand grenades were seized 13 activist detained - explosive & incendiary devices
642,2014 APR 26,UNKNOWN,0,0,Kramatorsk,DONETSK,UKRAINE,4 consecutive detonations inside an airfield,,Helicopter & surveillance airplane destroyed by attackers,4 consecutive detonations inside an airfield Helicopter & surveillance airplane destroyed by attackers
643,2014 APR 25,PROJECTED,0,7,Ovidiopol road,ODESSA,UKRAINE,Attack over pro-UKR check-point from a car passing around,,It is not totally confirmed as improvised device yet,Attack over pro-UKR check-point from a car passing around It is not totally confirmed as improvised device yet
644,2014 APR 12,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Kharkov Palace hotel,Call reporting IED - First Responders action - no explosive Kharkov Palace hotel
645,2014 APR 06,VOIED,0,0,Luhanks,LUHANKS,UKRAINE,IEDs were laid in an occupied government building,,"Building was occupied, IEDs used as defensive weapon","IEDs were laid in an occupied government building Building was occupied, IEDs used as defensive weapon"
646,2014 MAR 25,UNKNOWN,0,0,Myrnyi,CRIMEA,UKRAINE,Explosive device laid close to UKR ship in Donuzlav lake,,Trawler ñCherkassyî suffered damages in main wheel,Explosive device laid close to UKR ship in Donuzlav lake Trawler ñCherkassyî suffered damages in main wheel
647,2014 MAR 18,PROJECTED,0,0,Odessa,ODESSA,UKRAINE,Two homemade hand grenades were thrown against  Deputy's office,,,Two homemade hand grenades were thrown against  Deputy's office 
648,2014 MAR 03,CACHE/FOUND,0,0,Bakhchisaray,CRIMEA,UKRAINE,400 Kg TNT transported in a truck were confiscated,,Two suspects detained in a road control at Crimean border,400 Kg TNT transported in a truck were confiscated Two suspects detained in a road control at Crimean border
649,2014 JAN 25,UNKNOWN,0,0,Cherkassy,CHERKASY,UKRAINE,Explosion close to Regional Administration building,,External damages to building,Explosion close to Regional Administration building External damages to building
650,2014 FEB 06,VOIED,0,1,Kiev,KIEV,UKRAINE,Explosion in Trade Union House,,Bomb package was given to the victim as a present,Explosion in Trade Union House Bomb package was given to the victim as a present
